CNPJ;RAZAO SOCIAL;GRUPO EMPRESA;GRUPO LOBE;TIPO;REGIME TRIBUTARIO;REGIME APURACAO;CERTIFICADO DIGITAL;Validade Certificados;CONTRATO SOCIAL;UF;MUNICIPIO;E-MAIL FISCAL ;E-MAIL CONTABIL;E-MAIL FINANCEIRO;CNPJ;;RESPONSAVEL DP;;GRUPO;LIDER - GRUPO;QUANTIDADE
23.271.638/0009-10;TOKARSKI & CIA- 10;GRUPO ARTESANAL;LB 01;ComErcio/ServiCo;LUCRO PRESUMIDO;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F23271638000910%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;10/12/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F23271638000910%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;MG;BELO HORIZONTE;contabilidade@artesanalfarmacia.com.br;thiagodamata@artesanalfarmacia.com.br;getulio@farmaciaartesanal.com;2,32716E+13;2,32716E+13;FOLHA INTERNA;;;;
23.271.638/0012-15;TOKARSKI & CIA- 15;GRUPO ARTESANAL;LB 01;ComErcio/ServiCo;LUCRO PRESUMIDO;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F23271638001215%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;10/12/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F23271638001215%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;MG;BELO HORIZONTE;contabilidade@artesanalfarmacia.com.br;thiagodamata@artesanalfarmacia.com.br;getulio@farmaciaartesanal.com;2,32716E+13;2,32716E+13;FOLHA INTERNA;;;;
23.271.638/0011-34;TOKARSKI & CIA- 34;GRUPO ARTESANAL;LB 01;ComErcio/ServiCo;LUCRO PRESUMIDO;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F23271638001134%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;10/12/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F23271638001134%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;MG;BELO HORIZONTE;contabilidade@artesanalfarmacia.com.br;thiagodamata@artesanalfarmacia.com.br;getulio@farmaciaartesanal.com;2,32716E+13;2,32716E+13;FOLHA INTERNA;;;;
23.271.638/0010-53;TOKARSKI & CIA- 53;GRUPO ARTESANAL;LB 01;ComErcio/ServiCo;LUCRO PRESUMIDO;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F23271638001053%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;10/12/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F23271638001053%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;MG;BELO HORIZONTE;contabilidade@artesanalfarmacia.com.br;thiagodamata@artesanalfarmacia.com.br;getulio@farmaciaartesanal.com;2,32716E+13;2,32716E+13;FOLHA INTERNA;;;;
23.271.638/0007-58;TOKARSKI & CIA- 58;GRUPO ARTESANAL;LB 01;ComErcio/ServiCo;LUCRO PRESUMIDO;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F23271638000758%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;10/12/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F23271638000758%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;MG;BELO HORIZONTE;contabilidade@artesanalfarmacia.com.br;thiagodamata@artesanalfarmacia.com.br;getulio@farmaciaartesanal.com;2,32716E+13;2,32716E+13;FOLHA INTERNA;;;;
23.271.638/0001-62;TOKARSKI & CIA- 62;GRUPO ARTESANAL;LB 01;ComErcio/ServiCo;LUCRO PRESUMIDO;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F23271638000162%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;10/12/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F23271638000162%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;MG;BELO HORIZONTE;contabilidade@artesanalfarmacia.com.br;thiagodamata@artesanalfarmacia.com.br;getulio@farmaciaartesanal.com;2,32716E+13;2,32716E+13;FOLHA INTERNA;;;;
23.271.638/0006-77;TOKARSKI & CIA- 77;GRUPO ARTESANAL;LB 01;ComErcio/ServiCo;LUCRO PRESUMIDO;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F23271638000677%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;10/12/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F23271638000677%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;MG;CONTAGEM;contabilidade@artesanalfarmacia.com.br;thiagodamata@artesanalfarmacia.com.br;getulio@farmaciaartesanal.com;2,32716E+13;2,32716E+13;FOLHA INTERNA;;;;
40.500.492/0001-07;REAL TIME EMPREENDIMENTOS;GRUPO ATACADAO SP;LB 04;Empresa de ParticipaCAo;LUCRO PRESUMIDO;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F40500492000107%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F40500492000107%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;financeiro@atacadaosaopaulo.com.br;financeiro@atacadaosaopaulo.com.br;financeiro@atacadaosaopaulo.com.br;4,05005E+13;4,05005E+13;PABLINE DARES;;;;
40.667.054/0001-20;ON TOP PARTICIPACÕES;GRUPO ATACADAO SP;LB 04;Empresa de ParticipaCAo;LUCRO PRESUMIDO;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F40667054000120%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;07/03/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F40667054000120%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;vandigvs@gmail.com;vandigvs@gmail.com;vandigvs@gmail.com;4,06671E+13;4,06671E+13;PABLINE DARES;;;;
41.299.316/0001-03;ATACADAO SAO PAULO COMERCIAL- 03;GRUPO ATACADAO SP;LB 04;ComErcio;LUCRO REAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F41299316000103%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F41299316000103%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;financeiro@atacadaosaopaulo.com.br;4,12993E+13;4,12993E+13;PABLINE DARES;;;;
41.299.316/0002-94;ATACADAO SAO PAULO COMERCIAL- 94;GRUPO ATACADAO SP;LB 04;ComErcio;LUCRO REAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F41299316000294%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F41299316000294%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;financeiro@atacadaosaopaulo.com.br;4,12993E+13;4,12993E+13;PABLINE DARES;;;;
41.299.316/0003-75;ATACADAO SAO PAULO COMERCIAL- 75;GRUPO ATACADAO SP;LB 04;ComErcio;LUCRO REAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F41299316000375%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F41299316000375%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;financeiro@atacadaosaopaulo.com.br;4,12993E+13;4,12993E+13;PABLINE DARES;;;;
41.299.316/0004-56;ATACADAO SAO PAULO COMERCIAL - 56;GRUPO ATACADAO SP;LB 04;ComErcio;LUCRO REAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F41299316000456%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F41299316000456%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;financeiro@atacadaosaopaulo.com.br;4,12993E+13;4,12993E+13;PABLINE DARES;;;;
41.299.316/0005-37;ATACADAO SAO PAULO COMERCIAL - 37;GRUPO ATACADAO SP;LB 04;ComErcio;LUCRO REAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F41299316000537%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F41299316000537%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;financeiro@atacadaosaopaulo.com.br;4,12993E+13;4,12993E+13;PABLINE DARES;;;;
37.322.521/0001-75;TALISMA CONSULTORIA;GRUPO ATACADAO SP;LB 07;ComErcio;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F37322521000175%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;17/06/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F37322521000175%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;financeiro@talismadistribuidora.com.br;3,73225E+13;3,73225E+13;PABLINE DARES;;;;
37.530.695/0001-23;AVELAR MEDICAL LTDA;GRUPO AVELAR;LB 03;ComErcio/ServiCo;LUCRO REAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F37530695000123%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;29/06/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F37530695000123%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;APARECIDA DE GOIÂNIA;;;;3,75307E+13;3,75307E+13;PABLINE DARES;;;;
10.960.950/0001-11;BDP - BRASIL DISTRIBUIDORA DE PRODUTOS OPME;GRUPO BDP;LB 04;ComErcio/ServiCo;LUCRO PRESUMIDO;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F10960950000111%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;16/12/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F10960950000111%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;financeiro@bdphospitalar.com.br;;;1,0961E+13;1,0961E+13;STEPHANNE PEREIRA;;;;
36.979.350/0001-99;BF DE ANDRADE HOSPITALAR LTDA SAIGRI   ;GRUPO BF ANDRADE;LB 03;ComErcio/ServiCo;LUCRO REAL;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F36979350000199%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;03/03/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F36979350000199%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;;;rubens@bfdeandradehospitalar.com.br;3,69794E+13;3,69794E+13;HUGO GONZAGA;;;;
39.938.987/0001-25;BORGES & BORGES SERVICOS MEDICOS LTDA;GRUPO BORGES & BORGES;LB 07;Prestador de ServiCo;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F39938987000125%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;01/10/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F39938987000125%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;conectgestaocontabil@gmail.com;conectgestaocontabil@gmail.com;conectgestaocontabil@gmail.com;3,9939E+13;3,9939E+13;SEM FOLHA;;;;
08.944.556/0003-00;BSB-DF TRANSPORTES DE CARGAS - FILIAL BA;GRUPO BSB EXPRESS;LB 05;Transporte De Cargas;LUCRO REAL;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F08944556000300%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;22/09/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F08944556000300%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;BA;LAURO DE FREITAS;eliane@bsbexpress.com.br;eliane@bsbexpress.com.br;administrativo01@bsbexpress.com.br;8,94456E+12;8,94456E+12;STEPHANNE PEREIRA;;;;
08.944.556/0001-48;BSB-DF TRANSPORTES DE CARGAS - MATRIZ;GRUPO BSB EXPRESS;LB 05;Transporte De Cargas;LUCRO REAL;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F08944556000148%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;22/09/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F08944556000148%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;DF;BRASILIA;eliane@bsbexpress.com.br;eliane@bsbexpress.com.br;administrativo01@bsbexpress.com.br;8,94456E+12;8,94456E+12;STEPHANNE PEREIRA;;;;
12.506.375/0001-07;DFLOG - TRANSPORTE DE CARGAS LTDA;GRUPO BSB EXPRESS;LB 05;Transporte De Cargas;LUCRO PRESUMIDO;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F12506375000107%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F12506375000107%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;DF;BRASILIA;eliane@bsbexpress.com.br;eliane@bsbexpress.com.br;administrativo01@bsbexpress.com.br;1,25064E+13;1,25064E+13;STEPHANNE PEREIRA;;;;
08.944.556/0002-29;BSB-DF TRANSPORTES DE CARGAS - FILIAL GO;GRUPO BSB EXPRESS;LB 05;Transporte De Cargas;LUCRO REAL;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F08944556000229%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;22/09/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F08944556000229%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;GO;GOIÂNIA;eliane@bsbexpress.com.br;eliane@bsbexpress.com.br;administrativo01@bsbexpress.com.br;8,94456E+12;8,94456E+12;STEPHANNE PEREIRA;;;;
35.831.095/0001-70;CAPITALMED TRANSPORTES DE CARGAS LTDA;GRUPO BSB EXPRESS;LB 07;Transporte De Cargas;SIMPLES NACIONAL;MENSAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F35831095000170%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;15/02/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F35831095000170%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;DF;BRASILIA;;;administrativo01@bsbexpress.com.br;3,58311E+13;3,58311E+13;STEPHANNE PEREIRA;;;;
08.944.556/0006-52;BSB-DF TRANSPORTES DE CARGAS - FILIAL MG (CONTAGEM);GRUPO BSB EXPRESS;LB 05;Transporte De Cargas;LUCRO REAL;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F08944556000652%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;22/09/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F08944556000652%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;MG;CONTAGEM;eliane@bsbexpress.com.br;eliane@bsbexpress.com.br;administrativo01@bsbexpress.com.br;8,94456E+12;8,94456E+12;STEPHANNE PEREIRA;;;;
26.849.941/0001-98;BSB-MG TRANSPORTES - MATRIZ;GRUPO BSB EXPRESS;LB 05;Transporte De Cargas;LUCRO PRESUMIDO;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F26849941000198%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;25/03/2023;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F26849941000198%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;MG;UBERLÂNDIA;eliane@bsbexpress.com.br;eliane@bsbexpress.com.br;administrativo01@bsbexpress.com.br;2,68499E+13;2,68499E+13;STEPHANNE PEREIRA;;;;
08.944.556/0004-90;BSB-DF TRANSPORTES DE CARGAS - FILIAL RJ (NITEROI);GRUPO BSB EXPRESS;LB 05;Transporte De Cargas;LUCRO REAL;TRIMESTRAL;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?ga=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FDOC%27S%2F08944556000490%2F2022%2F00%2DCERT&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;22/09/2022;https://lobebr.sharepoint.com/sites/lobe/Shared%20Documents/Forms/AllItems.aspx?useFiltersInViewXml=1&id=%2Fsites%2Flobe%2FShared%20Documents%2FGestao3%2F08944556000490%2F05%2DJUR%2F01%2DJunta%20Comercial%2F01%2DContratos%20Autenticados&viewid=1ea88aaa%2D0d0a%2D40c4%2Dab25%2D7c033e7f7d58;RJ;NITEROI;eliane@bsbexpress.com.br;eliane@bsbexpress.com.br;administrativo01@bsbexpress.com.br;8,94456E+12;8,94456E+12;STEPHANNE PEREIRA;;;;
